train_batch_loss,train_batch_acc,learning_rate
1.6169226169586182,0.53125,8.571428571428571e-06
1.2447805404663086,0.59375,8.614072494669509e-06
1.6529548168182373,0.4375,8.656716417910447e-06
1.7391647100448608,0.34375,8.699360341151387e-06
1.3804177045822144,0.5,8.742004264392325e-06
1.4456294775009155,0.46875,8.784648187633263e-06
1.6320449113845825,0.375,8.827292110874201e-06
1.5694959163665771,0.4375,8.86993603411514e-06
1.3809925317764282,0.59375,8.912579957356077e-06
1.3519610166549683,0.4375,8.955223880597016e-06
1.3442022800445557,0.5625,8.997867803837954e-06
1.545626163482666,0.46875,9.040511727078892e-06
1.5397157669067383,0.46875,9.08315565031983e-06
1.539814829826355,0.46875,9.125799573560768e-06
1.6077533960342407,0.34375,9.168443496801706e-06
1.3154247999191284,0.65625,9.211087420042644e-06
1.8379286527633667,0.28125,9.253731343283582e-06
1.6016662120819092,0.4375,9.29637526652452e-06
1.6219449043273926,0.46875,9.339019189765458e-06
1.531999111175537,0.5625,9.381663113006397e-06
1.2720210552215576,0.59375,9.424307036247335e-06
1.5482698678970337,0.4375,9.466950959488273e-06
1.4511427879333496,0.46875,9.509594882729211e-06
1.7935168743133545,0.375,9.552238805970149e-06
1.3605974912643433,0.59375,9.594882729211089e-06
1.495825171470642,0.40625,9.637526652452027e-06
1.6351592540740967,0.4375,9.680170575692965e-06
1.42414128780365,0.53125,9.722814498933903e-06
1.4903992414474487,0.53125,9.765458422174841e-06
1.5764532089233398,0.46875,9.80810234541578e-06
1.593671441078186,0.53125,9.850746268656717e-06
1.539838194847107,0.53125,9.893390191897656e-06
1.5214802026748657,0.53125,9.936034115138594e-06
1.2360756397247314,0.625,9.978678038379532e-06
1.398632526397705,0.53125,1.002132196162047e-05
1.7212598323822021,0.40625,1.0063965884861408e-05
1.4496477842330933,0.5625,1.0106609808102346e-05
1.3849600553512573,0.53125,1.0149253731343284e-05
1.538387417793274,0.5,1.0191897654584222e-05
1.7387033700942993,0.34375,1.023454157782516e-05
1.347564458847046,0.59375,1.0277185501066098e-05
1.396594524383545,0.5,1.0319829424307037e-05
1.5412929058074951,0.5,1.0362473347547975e-05
1.4499789476394653,0.53125,1.0405117270788913e-05
1.595436453819275,0.4375,1.0447761194029851e-05
1.5897407531738281,0.46875,1.049040511727079e-05
1.6258549690246582,0.40625,1.0533049040511727e-05
1.5601072311401367,0.46875,1.0575692963752667e-05
1.5948865413665771,0.5,1.0618336886993603e-05
1.5790495872497559,0.46875,1.0660980810234543e-05
1.5437242984771729,0.53125,1.0703624733475481e-05
1.3472621440887451,0.5625,1.074626865671642e-05
1.4394440650939941,0.53125,1.0788912579957357e-05
1.5226846933364868,0.5,1.0831556503198296e-05
1.5352318286895752,0.46875,1.0874200426439234e-05
1.5219731330871582,0.5,1.0916844349680172e-05
1.5377552509307861,0.375,1.095948827292111e-05
1.826586127281189,0.28125,1.1002132196162048e-05
1.6102732419967651,0.375,1.1044776119402986e-05
1.503653883934021,0.46875,1.1087420042643924e-05
1.6895604133605957,0.375,1.1130063965884862e-05
1.4097859859466553,0.59375,1.11727078891258e-05
1.3251416683197021,0.625,1.1215351812366738e-05
1.5001201629638672,0.4375,1.1257995735607677e-05
1.4379202127456665,0.5,1.1300639658848616e-05
1.7237862348556519,0.375,1.1343283582089553e-05
1.5285435914993286,0.5,1.1385927505330493e-05
1.4428598880767822,0.4375,1.1428571428571429e-05
1.6567083597183228,0.4375,1.1471215351812369e-05
1.628723382949829,0.375,1.1513859275053305e-05
1.8379979133605957,0.21875,1.1556503198294245e-05
1.5905935764312744,0.4375,1.1599147121535181e-05
1.5091495513916016,0.4375,1.1641791044776121e-05
1.5084391832351685,0.375,1.1684434968017058e-05
1.695073127746582,0.4375,1.1727078891257997e-05
1.5432641506195068,0.4375,1.1769722814498934e-05
1.808677077293396,0.28125,1.1812366737739874e-05
1.6868976354599,0.46875,1.185501066098081e-05
1.6861844062805176,0.4375,1.189765458422175e-05
1.5003936290740967,0.46875,1.1940298507462686e-05
1.2883760929107666,0.6875,1.1982942430703626e-05
1.8248776197433472,0.34375,1.2025586353944564e-05
1.2891335487365723,0.625,1.2068230277185502e-05
1.5071371793746948,0.5,1.2110874200426442e-05
1.3859995603561401,0.5,1.2153518123667378e-05
1.4538060426712036,0.46875,1.2196162046908318e-05
1.315409541130066,0.625,1.2238805970149255e-05
1.599869966506958,0.5625,1.2281449893390195e-05
1.3614060878753662,0.5,1.2324093816631131e-05
1.5646660327911377,0.46875,1.236673773987207e-05
1.8235770463943481,0.34375,1.2409381663113007e-05
1.2884222269058228,0.5625,1.2452025586353947e-05
1.536024808883667,0.4375,1.2494669509594883e-05
1.552393913269043,0.5,1.2537313432835823e-05
1.3406895399093628,0.5625,1.257995735607676e-05
1.5683375597000122,0.375,1.26226012793177e-05
1.2787699699401855,0.65625,1.2665245202558636e-05
1.6844308376312256,0.40625,1.2707889125799576e-05
1.8278253078460693,0.34375,1.2750533049040512e-05
1.4528964757919312,0.46875,1.2793176972281452e-05
1.4385889768600464,0.53125,1.2835820895522388e-05
1.550469994544983,0.53125,1.2878464818763328e-05
1.4132483005523682,0.53125,1.2921108742004264e-05
1.5805113315582275,0.5,1.2963752665245204e-05
1.4780144691467285,0.4375,1.300639658848614e-05
1.407649040222168,0.53125,1.304904051172708e-05
1.2481272220611572,0.625,1.3091684434968017e-05
1.506605625152588,0.5,1.3134328358208957e-05
1.481566071510315,0.53125,1.3176972281449893e-05
1.6477904319763184,0.40625,1.3219616204690833e-05
1.8712228536605835,0.34375,1.326226012793177e-05
1.4938795566558838,0.59375,1.3304904051172709e-05
1.7652345895767212,0.2,1.3347547974413649e-05
1.5389227867126465,0.4375,1.3390191897654585e-05
1.3310799598693848,0.5625,1.3432835820895525e-05
1.3520379066467285,0.59375,1.3475479744136461e-05
1.4096784591674805,0.46875,1.3518123667377401e-05
1.4854393005371094,0.5,1.3560767590618338e-05
1.7003943920135498,0.34375,1.3603411513859277e-05
1.7642242908477783,0.40625,1.3646055437100214e-05
1.4215444326400757,0.59375,1.3688699360341154e-05
1.5565615892410278,0.53125,1.373134328358209e-05
1.4574158191680908,0.5625,1.377398720682303e-05
1.5971274375915527,0.40625,1.3816631130063966e-05
1.1950232982635498,0.625,1.3859275053304906e-05
1.4146066904067993,0.5,1.3901918976545842e-05
1.6360359191894531,0.5,1.3944562899786782e-05
1.4949586391448975,0.40625,1.3987206823027719e-05
1.457196593284607,0.46875,1.4029850746268658e-05
1.6275839805603027,0.46875,1.4072494669509595e-05
1.6007376909255981,0.46875,1.4115138592750535e-05
1.4281337261199951,0.59375,1.4157782515991471e-05
1.1684144735336304,0.6875,1.4200426439232411e-05
1.3513983488082886,0.5,1.4243070362473347e-05
1.4940006732940674,0.375,1.4285714285714287e-05
1.3883743286132812,0.625,1.4328358208955224e-05
1.736011028289795,0.375,1.4371002132196163e-05
1.4189658164978027,0.46875,1.44136460554371e-05
1.5522652864456177,0.4375,1.445628997867804e-05
1.8193508386611938,0.34375,1.4498933901918976e-05
1.4301035404205322,0.53125,1.4541577825159916e-05
1.6530805826187134,0.46875,1.4584221748400854e-05
1.7594964504241943,0.375,1.4626865671641792e-05
1.2561062574386597,0.625,1.4669509594882732e-05
1.483328938484192,0.5,1.4712153518123668e-05
1.5682997703552246,0.375,1.4754797441364608e-05
1.4499783515930176,0.46875,1.4797441364605544e-05
1.3305878639221191,0.59375,1.4840085287846484e-05
1.4400484561920166,0.53125,1.488272921108742e-05
1.5177631378173828,0.4375,1.492537313432836e-05
1.7640376091003418,0.3125,1.4968017057569297e-05
1.6742812395095825,0.375,1.5010660980810237e-05
1.383980631828308,0.625,1.5053304904051173e-05
1.305808663368225,0.5,1.5095948827292113e-05
1.5076062679290771,0.46875,1.513859275053305e-05
1.1839967966079712,0.625,1.5181236673773989e-05
1.5215144157409668,0.4375,1.5223880597014925e-05
1.2334189414978027,0.625,1.5266524520255865e-05
1.7178664207458496,0.34375,1.5309168443496803e-05
1.3848193883895874,0.53125,1.535181236673774e-05
1.4485431909561157,0.5,1.539445628997868e-05
1.6388851404190063,0.4375,1.5437100213219618e-05
1.5124956369400024,0.625,1.5479744136460556e-05
1.6178992986679077,0.5,1.5522388059701494e-05
1.3876049518585205,0.5625,1.5565031982942432e-05
1.457533597946167,0.5,1.560767590618337e-05
1.9077543020248413,0.28125,1.5650319829424308e-05
1.417838454246521,0.53125,1.5692963752665246e-05
1.3138622045516968,0.59375,1.5735607675906184e-05
1.755016803741455,0.375,1.5778251599147122e-05
1.4713761806488037,0.40625,1.582089552238806e-05
1.4309449195861816,0.46875,1.5863539445629e-05
1.3923161029815674,0.46875,1.5906183368869937e-05
1.4780231714248657,0.40625,1.5948827292110875e-05
1.5753169059753418,0.4375,1.5991471215351813e-05
1.545837163925171,0.4375,1.603411513859275e-05
1.2394964694976807,0.59375,1.6076759061833693e-05
1.5907822847366333,0.40625,1.6119402985074627e-05
1.5446182489395142,0.46875,1.616204690831557e-05
1.2957243919372559,0.5,1.6204690831556504e-05
1.6589607000350952,0.40625,1.6247334754797445e-05
1.4600571393966675,0.46875,1.628997867803838e-05
1.419313907623291,0.625,1.633262260127932e-05
1.6268672943115234,0.4375,1.6375266524520256e-05
1.3990345001220703,0.5,1.6417910447761197e-05
1.4468293190002441,0.4375,1.6460554371002132e-05
1.696013331413269,0.40625,1.6503198294243074e-05
1.3096554279327393,0.5625,1.654584221748401e-05
1.7994136810302734,0.4375,1.658848614072495e-05
1.664635419845581,0.4375,1.6631130063965885e-05
1.3890559673309326,0.5625,1.6673773987206826e-05
1.3531994819641113,0.53125,1.671641791044776e-05
1.6152737140655518,0.4375,1.6759061833688702e-05
1.6593862771987915,0.46875,1.6801705756929637e-05
1.726820945739746,0.3125,1.684434968017058e-05
1.566273808479309,0.5,1.6886993603411513e-05
1.2009339332580566,0.65625,1.6929637526652455e-05
1.4496660232543945,0.40625,1.697228144989339e-05
1.5310852527618408,0.5,1.701492537313433e-05
1.4999862909317017,0.53125,1.7057569296375266e-05
1.2863545417785645,0.59375,1.7100213219616207e-05
1.4806737899780273,0.46875,1.7142857142857142e-05
1.6282615661621094,0.40625,1.7185501066098083e-05
1.5195395946502686,0.53125,1.7228144989339018e-05
1.7129799127578735,0.375,1.727078891257996e-05
1.4744634628295898,0.5625,1.7313432835820894e-05
1.406733751296997,0.5,1.7356076759061836e-05
1.4849122762680054,0.46875,1.7398720682302774e-05
1.591455340385437,0.5,1.7441364605543712e-05
1.5873159170150757,0.34375,1.748400852878465e-05
1.5424273014068604,0.4375,1.7526652452025588e-05
1.274696946144104,0.59375,1.7569296375266526e-05
1.2733489274978638,0.5625,1.7611940298507464e-05
1.4644851684570312,0.46875,1.7654584221748402e-05
1.340486764907837,0.53125,1.769722814498934e-05
1.6579269170761108,0.375,1.773987206823028e-05
1.84087336063385,0.3125,1.7782515991471217e-05
1.7798891067504883,0.3125,1.7825159914712155e-05
1.2834856510162354,0.5,1.7867803837953093e-05
1.5820019245147705,0.4375,1.791044776119403e-05
1.321938395500183,0.5625,1.795309168443497e-05
1.3841252326965332,0.53125,1.7995735607675907e-05
1.3300600051879883,0.625,1.8038379530916845e-05
1.2008966207504272,0.59375,1.8081023454157784e-05
1.322214126586914,0.53125,1.812366737739872e-05
1.3334044218063354,0.59375,1.816631130063966e-05
1.471289873123169,0.53125,1.8208955223880598e-05
1.4363129138946533,0.4375,1.8251599147121536e-05
1.6023014783859253,0.375,1.8294243070362474e-05
1.570938229560852,0.4375,1.8336886993603412e-05
1.765465497970581,0.375,1.837953091684435e-05
1.3270442485809326,0.5625,1.842217484008529e-05
1.6368461847305298,0.40625,1.8464818763326226e-05
1.6421809196472168,0.375,1.8507462686567165e-05
1.7126283645629883,0.3125,1.8550106609808103e-05
1.345031976699829,0.59375,1.859275053304904e-05
1.2839293479919434,0.65625,1.863539445628998e-05
1.625779390335083,0.4375,1.8678038379530917e-05
1.6285737752914429,0.3125,1.872068230277186e-05
1.3117566108703613,0.53125,1.8763326226012793e-05
1.3865869045257568,0.53125,1.8805970149253735e-05
1.1801553964614868,0.625,1.884861407249467e-05
1.3853214979171753,0.5625,1.889125799573561e-05
1.2691466808319092,0.625,1.8933901918976546e-05
1.0636954307556152,0.71875,1.8976545842217487e-05
1.3107118606567383,0.5,1.9019189765458422e-05
1.3261882066726685,0.5625,1.9061833688699363e-05
1.4618114233016968,0.46875,1.9104477611940298e-05
1.4295872449874878,0.46875,1.914712153518124e-05
1.1491018533706665,0.625,1.9189765458422178e-05
1.7560662031173706,0.34375,1.9232409381663116e-05
1.3745613098144531,0.5625,1.9275053304904054e-05
1.6702594757080078,0.40625,1.9317697228144992e-05
1.5412849187850952,0.46875,1.936034115138593e-05
1.3159865140914917,0.5625,1.9402985074626868e-05
1.2158664464950562,0.5625,1.9445628997867806e-05
1.697762131690979,0.375,1.9488272921108744e-05
1.5981687307357788,0.34375,1.9530916844349682e-05
1.5234769582748413,0.4375,1.957356076759062e-05
1.6557254791259766,0.28125,1.961620469083156e-05
1.4985390901565552,0.4375,1.9658848614072497e-05
1.6160972118377686,0.46875,1.9701492537313435e-05
1.4164761304855347,0.59375,1.9744136460554373e-05
1.4639846086502075,0.59375,1.978678038379531e-05
1.4642218351364136,0.53125,1.982942430703625e-05
1.5783580541610718,0.4375,1.9872068230277187e-05
1.5703144073486328,0.4375,1.9914712153518125e-05
1.3969743251800537,0.53125,1.9957356076759064e-05
1.555053949356079,0.4375,2e-05
1.3238786458969116,0.625,1.9995267392333177e-05
1.3162240982055664,0.59375,1.9990534784666353e-05
1.3990837335586548,0.5,1.9985802176999528e-05
1.4753730297088623,0.40625,1.9981069569332704e-05
1.3030757904052734,0.5625,1.997633696166588e-05
1.5486552715301514,0.5,1.9971604353999055e-05
1.2920511960983276,0.625,1.996687174633223e-05
1.0805994272232056,0.625,1.9962139138665406e-05
1.4378199577331543,0.5,1.995740653099858e-05
1.4047478437423706,0.53125,1.9952673923331756e-05
0.8024007081985474,0.75,1.9947941315664935e-05
1.7878272533416748,0.21875,1.994320870799811e-05
1.2950516939163208,0.59375,1.9938476100331283e-05
1.1404095888137817,0.6875,1.993374349266446e-05
1.2609304189682007,0.5625,1.9929010884997634e-05
1.5261307954788208,0.5,1.992427827733081e-05
1.6492235660552979,0.5,1.9919545669663988e-05
1.5276949405670166,0.5,1.9914813061997164e-05
1.3914743661880493,0.5625,1.991008045433034e-05
1.464537501335144,0.53125,1.9905347846663515e-05
1.4544095993041992,0.4375,1.9900615238996687e-05
1.5535697937011719,0.53125,1.9895882631329862e-05
1.3943134546279907,0.5625,1.9891150023663038e-05
1.5226937532424927,0.4375,1.9886417415996217e-05
1.2261310815811157,0.59375,1.9881684808329392e-05
1.1918307542800903,0.59375,1.9876952200662568e-05
1.4818086624145508,0.46875,1.9872219592995743e-05
1.4496222734451294,0.53125,1.986748698532892e-05
1.5477724075317383,0.375,1.986275437766209e-05
1.3031854629516602,0.4375,1.985802176999527e-05
1.5074914693832397,0.40625,1.9853289162328445e-05
1.5950062274932861,0.4375,1.984855655466162e-05
1.3734664916992188,0.46875,1.9843823946994796e-05
1.2293353080749512,0.59375,1.983909133932797e-05
1.340399146080017,0.59375,1.9834358731661147e-05
1.5732085704803467,0.40625,1.9829626123994323e-05
1.3282785415649414,0.5625,1.9824893516327498e-05
1.364689588546753,0.5,1.9820160908660673e-05
1.384763479232788,0.46875,1.981542830099385e-05
1.2156713008880615,0.625,1.9810695693327024e-05
1.7663406133651733,0.375,1.98059630856602e-05
1.23114013671875,0.5625,1.9801230477993375e-05
1.4750624895095825,0.53125,1.979649787032655e-05
1.4669549465179443,0.4375,1.9791765262659726e-05
1.5632439851760864,0.46875,1.9787032654992905e-05
1.563135027885437,0.46875,1.9782300047326077e-05
1.0350100994110107,0.71875,1.9777567439659253e-05
1.3472950458526611,0.625,1.977283483199243e-05
1.2222416400909424,0.65625,1.9768102224325604e-05
1.216886043548584,0.5,1.976336961665878e-05
1.301044225692749,0.5625,1.9758637008991958e-05
1.5444250106811523,0.46875,1.9753904401325134e-05
1.1188230514526367,0.625,1.974917179365831e-05
1.2697547674179077,0.5,1.974443918599148e-05
1.2797068357467651,0.5625,1.9739706578324657e-05
1.0230398178100586,0.75,1.9734973970657832e-05
1.3057219982147217,0.53125,1.973024136299101e-05
1.615544319152832,0.4375,1.9725508755324187e-05
1.5221738815307617,0.5,1.9720776147657362e-05
1.4446067810058594,0.5625,1.9716043539990538e-05
1.0340030193328857,0.625,1.9711310932323713e-05
1.742539405822754,0.375,1.9706578324656885e-05
1.5558209419250488,0.40625,1.9701845716990064e-05
1.1681184768676758,0.5625,1.969711310932324e-05
1.5882353782653809,0.375,1.9692380501656415e-05
1.366457223892212,0.53125,1.968764789398959e-05
1.2341760396957397,0.5,1.9682915286322766e-05
1.3096749782562256,0.59375,1.967818267865594e-05
1.4095653295516968,0.46875,1.9673450070989117e-05
1.2510462999343872,0.53125,1.9668717463322292e-05
1.382857322692871,0.5625,1.9663984855655468e-05
1.4597387313842773,0.46875,1.9659252247988643e-05
1.411163091659546,0.59375,1.965451964032182e-05
1.3406476974487305,0.5,1.9649787032654994e-05
1.1522796154022217,0.59375,1.964505442498817e-05
1.2465436458587646,0.625,1.9640321817321345e-05
1.0860992670059204,0.53125,1.963558920965452e-05
1.23441481590271,0.59375,1.9630856601987696e-05
1.263681173324585,0.53125,1.9626123994320872e-05
1.5399805307388306,0.4375,1.9621391386654047e-05
1.3819199800491333,0.53125,1.9616658778987223e-05
1.6366443634033203,0.34375,1.9611926171320398e-05
1.6363149881362915,0.4375,1.9607193563653574e-05
1.4099981784820557,0.5,1.960246095598675e-05
1.143193006515503,0.59375,1.9597728348319928e-05
1.4481538534164429,0.5,1.9592995740653104e-05
1.309367299079895,0.59375,1.9588263132986276e-05
